Title,Author,Date,Rating,Content
Life changing information,Lisssss1234,09/20/2020,4 Stars,"THANK YOU FOR BRINGING THE PODCAST BACK!!!! I’ve sincerely missed the weekly podcasts and breakdown of information found in the books. I own each book AW has written but enjoy listening to the information Spirit brings through Anthony outside of his FB and instagram since his social media videos mainly promote book sales, which is a turn off to me. Thank you for bringing this back and providing additional information. You’re so very appreciated and loved"
The truth isn’t always easy to hear,MMmommyTrinity,09/20/2020,5 Stars,"Anthony William is a really special person to our family. His and Spirit of Compassion’s healing information and in particular the healing protocol for Autism completely transformed our son from nonverbal and not making eye contact to talking, expressing his feelings, making friends and having empathy for others. I have struggled with severe PCOS since puberty and have tried every drug, doctor and natural therapy and it wasn’t until I found Medical Medium a few years ago that I actually began to heal and now I have regular periods for the FIRST time in my life and I am 40 years old. I could go on and on about how the information in his books has helped us but you get the idea. And still this podcast has caused a stir in our family this morning. There has been lots of passionate discourse between my husband and myself. I highly recommend listening to this podcast, but it may really challenge your world view and cause some friction in your relationships. The truth isn’t always easy to hear.  I don’t know about you, but I want to know what’s really going on even if it’s unpleasant and shocking to hear. Knowledge is power. Thank you AW for this new podcast! I look forward to the next episode."
Guardian Angel,lightworker20,09/20/2020,5 Stars,"Your information is vital to everyone of us. I choose to accept with my own free will so my health, and the health of my loved ones have a chance. 
Forever grateful for you Anthony, you truly are Our Guardian Angel."
Truths about why we are sick,Liz Chavarria,09/20/2020,5 Stars,If you run into this podcast without ever having heard of Anthony William the Medical Medium please keep an open mind. You have now found the truths about what is going on in this world and why we are sick. I have personally healed from all of my symptoms by applying his information.
Everyone needs to listen to this,AlexisLiaA,09/20/2020,5 Stars,Please listen.
Mind blowing!,tiffylew,09/20/2020,5 Stars,"I’ve heard him talk about this stuff before but I’ve never connected the dots to the perils it inflicts on our environment. It’s imperative that we all listen to and keep an open mind. I highly recommend this podcast and I’m eager to hear more from this wonderful guy. I’ve healed from postural orthostatic tachycardia syndrome and more with the help of his advice from his books, podcasts, blog posts, and fb and insta lives."
Chem trails,throughmeandaroundme,09/20/2020,5 Stars,How do we get to the core  of chem trails
THANK YOU!!!,Cheryl Angel,09/20/2020,5 Stars,HALLELUJAH! Praise God!  Thank you Anthony and Spirit for sharing ALL TRUTHS with us!  PLEASE continue to shed light on the spiritual battle taking place right now!; we DESPERATELY need your help and I am ETERNALLY GRATEFUL to you and to Spirit of Compassion!  I share your information with as many people as possible.  I truly want to spread your light across the world!  Thank you! 💙💕💙💕🙏🙏🙏
Forever Grateful for the information Anthony shares.,Grateful to be on the path,09/14/2020,5 Stars,"I have studied holistic health for over 30 years and worked in healing centers, chiropractic centers, and massage practices. I  have taught in the natural and organic food industry for many years.   I have a library of western medicine and alternative medicine books, including Chinese Medicine.  Anthony’s books rise above all of them. I am certified in plant based nutrition, reiki healing, massage healing, flower essence healing, and I carry a degree in education .   I have lived with a bone marrow disorder for over 30 years, and done exceptionally well using alternative practices and a healthy diet. I have never taken chemotherapy, which is the prescribed treatment for what I have. Thus, I have had to be a bridge walking in both western and alternative medicine.  My first oncologist called my holistic Dr a quack.  I fired him.  He lacked an open mind.  Anthony’s books have filled in the gaps of so much misunderstood in medicine.  The depth of knowledge he shares of the causes of all disease, the anatomy and physiology of the body, how to heal, and the amazing and magical power of food is absolutely amazing, and holistic in the truest sense.  The Spirit of Compassion has taught Anthony every day since he was 4 years old.  The medical paradigms we have lived in are collapsing and I for one am ok with this.  Medicine is supposed to be guided by the motto, do no harm, yet, prescription drugs are the third leading cause of death (pre-covid).  It is not easy to step outside of the current western medical paradigm which is run by pharma, insurance and investors. Drs. know there is so much wrong with medicine today, but how to change it, that is another matter.  Well God is here to help and through the Spirit of Compassion, has chosen Anthony to carry this true and sacred info to the masses.  Anthony is human and I am forever grateful for the personal sacrifices he has had to make to be the messenger.  You think any aspect of his life was normal?  Not even as a child.   To those who have ears to hear and eyes to see, this is the real deal.  A blessing for so many who have suffered.  God is fast forwarding us on how to get balanced again and providing the truth on how to heal.  It will not happen with the snap of your fingers though.  There are many special interests not wanting the business of sickness to go away.  It’s your choice.   Try Anthony’s books and you be the judge."
I would like a refund on the last 30 mins of my life,Emily Mukai,09/06/2020,1 Star,"This is one of the worst health podcasts I have ever listened to. I’ve read Medical Medium and enjoyed it but this makes me reconsider what Anthony has to offer. If I wanted to listen to a narcissist randomly rant about everything that everyone else doesn’t know, and provide NO valuable information, I’d watch Fox News. He sounds like a creepy megalomaniac cult leader. This was beyond useless. Also, anyone who wants to return their fiancé because they’ve been diagnosed w Hashimotos and they were “expecting a healthy partner” is actually a trash human."
Does he ever offer help or only talk about himself?,BNK1025150925,09/05/2020,1 Star,Listening to the adrenal fatigue episode... I’m 25 min in and he hasn’t even talked about what it is/solutions but instead spent 25 min talking about how he’s right/others are wrong/poor us. Kind of insane and a huge turn off! Won’t be listening again.
Medical Medium is my go to for health,passionforsharing,07/31/2020,5 Stars,"I have tried so many things to get myself better. I read so many things online. But when I found Anthony Williams information, FINALLY, I FOUND THE ANSWER TO WHY I’M SICK. I am doing so much better and I continue to make changes. It’s a way of life for me. Thank you Anthony & Spirit of Compassion."
Look elsewhere,RowboTony,08/03/2020,1 Star,"When the first full 60 seconds are disclaimers about the lack of the hosts qualifications, this is your warning to stop listening immediately. I listened to the psoriasis podcast, which only served to tell me the most basic information I can find myself in Googling “what makes psoriasis worse”. The entire podcast is a plug to buy his books, talking in circles, and repeating the same thing five different ways - the podcast could have been 1/4 of the length without the rambling. Of course there isn’t one book to rule them all, you must buy all the books to really get the information you “need”, ugh!"
It is what foods you give up,AndrisNo,06/14/2020,5 Stars,"Giving up the foods Anthony said to for EBV has helped.
Many thanks."
Anthony William is brilliant,Psm1626,06/01/2020,5 Stars,"I first listened to Anthony William on the Food Revolution Network, and he was talking about Epstein Barr Syndrome. Everything he was talking about was exactly what I have been experiencing since I was diagnosed. I began following his recommendations, especially starting my day with celery and cilantro juice. I began feeling better within days. I appreciate that he doesn’t push his own line of expensive supplements, and he promotes the power of REAL food to heal our bodies."
Fraudulent,jujube178,06/03/2020,1 Star,"Seems fraudulent and preys on the hopeless.  Im a psychologist and medical medium has “cult” written all over it. Prove me wrong, please."
Thanks,$elm@be,05/19/2020,5 Stars,"It’s amazing what what you know about health.
#stayinghealthy"
If I could give zero stars I would!,BigCito,05/25/2020,1 Star,"Anthony Williams is a quack! He sounds like an uneducated person. Zero qualifications, zero science, zero facts. Just a bunch of made up nonsense."
Thank you!,xfitma,05/01/2020,5 Stars,"I love listening to your podcasts. I’m grateful to have found you 4 years ago on Facebook. I had just moved and was in a new state, away from family. I was going through dizziness, hot flashes, tiredness, eye sight was blurry. I started buying the supplements you recommended and started celery juice! What a huge difference. I am no longer tired, no eye problems and best of all I guess I went through menopause with no complications like other women get. Soo lucky! If I don’t have celery juice in the morning- I get tired. I realize I need it. I have family members who have health issues and I am helping them with your recommendations. There are so many haters out here and I just want to say- how can AW be fake when all he’s doing is educating everyone on what to take- all natural! He hasn’t made his own pill? He hasn’t created his own fad! Celery is from God people!! He is just telling us to drink it because of its benefits! He doesn’t have his name on any supplement bottles! I would trust him over any scientist or even the crooked government! Please continue educating those of us who want to get better! Thank you AW! ❤️"
Scam,concerned content consumer,05/17/2020,1 Star,"This man is not a doctor nor has any qualifications to make these nutritional claims. He gets his information from angels, not from science. None of this information is backed by science."
Saved my life,brisilli,04/02/2020,5 Stars,I would of never learned what was wrong with me if I did not get ahold of this pod cast. I am extremely thankful for what he is doing. Saving lives my friends and my families lives
Thank you,JennyMarzo,03/14/2020,5 Stars,I just wanted to say thank you! 🙏🏻
Shame on you!,kate_ragner,03/19/2020,1 Star,"Horrible experience of listing to this guy, keep repeating himself - using psychological ways to implant ideas in people’s head. No wonder people follow his crazy diet rules and then get sick. None of this things that he says was checked if it’s really working."
Thanks!,77celery77,03/03/2020,5 Stars,Love these podcasts! Very informative and inspiring if
Amazing ! Life changing,xoxoShelley,03/01/2020,5 Stars,So grateful for you and for you sharing your gift
Thank you,PinkPuppy07,02/20/2020,5 Stars,Thank you for showing me how to feel better and alive again
Get to the point!,Wonderfully Amazing app!,02/20/2020,1 Star,"If I could give this negative stars I would. He repeats himself so much it is so challenging to listen to. Stop wasting my time and get to the point. It appears as though you really like to listen to to yourself talk and I can’t say I agree. And, I was incredibly excited to listen to this podcast because I believe In some of the principles. I couldn’t even make it through 2 minutes of the repetition without skipping ahead. Ultimately,  I am unsubscribing because I can’t take it. Get it together dude..."
Legitimately saved my life,Skizzzzz123,02/17/2020,5 Stars,Thanks Mm
Follow yellow brick road,sumshine daydream,02/09/2020,5 Stars,"Staying healthy takes a lot of work. Between the stress and the daily grind it’s just not an easy task.
I maintained a pretty healthy diet and have exercised pretty regularly for the past 40 years. Like everything else there have been ebbs and
Flows but for the most part a healthy life style became important to me when I turned 20 and 40 years later it has drastically improved thanks to Anthony.
I was never a real big red meat eater but I did consume my fair share of poultry and of course eggs and cheese. Cheese was my love and I could return home after work and devour a hunk of cheese without much effort, I mean who couldn’t?
For the most part I felt pretty good. Decent energy level and didn’t get sick all that often.
Getting older leaves you with subtle changes to your body and the constant reminder that time marches on. 
My office mate who’s is 47 years of age and looks 35 turned me on to Anthony and my health has drastically improved.
I have been vegan now for about two years. I thought giving up eggs and cheese would be difficult however I have never looked back and notice a drastic changes in my body’s well being. I used to wake up feeling a bit stiff however that is all gone. I even have a cyst on the back of my head they has almost disappeared thanks to reduced inflammation in in my body.
I increased drastically my consumption of vegetable and fruits and I have added many of the essential supplements such as spirulina and wheat barley grass to my morning smoothie.
I can’t do it all but I do as much as I can which includes many of the grains he recommends and the herbal teas and vitamins and mineral supplements. It’s amazing what a difference it makes.
Anthony sums it up nicely by never preaching that you have to do it all but whatever you can afford to do and whatever you have the fortitude to follow through on will only reap benefits and he’s right.
Listen to pod casts and heal. To be honest most of what he says is pretty common sense and that’s the irony. I do an enormous amount of reading and slowly many of Anthony’s theories and ideas which to many seem incomprehensible and confusing is slowly being reported in medical journals, research and everyday conversation.
Conventional doctors will never admit to any of it as all of this directly affects their careers and all they have been brainwashed to say.
This doesn’t mean if you become ill and you need  to take an antibiotic you don’t, but listen to your body and so much of what ails is can be fixed by simple healthy measures.
Think green!! Good luck 😊"
Total BS,Kimmy62574,02/02/2020,1 Star,This guy is awful. I listened for 21 minutes only to discover my liver will never turn its back on me or blow me off for other friends. Not sure how that information could ever be considered medical. I’m sure there’s an uninformed audience perfectly suited to this fear-based medical advice. Perhaps he reveals more in the next book...You think?? I’ll stick with evidence-based medicine.
Get to the point!,anne!1134*,01/28/2020,1 Star,Get to the point... repeats same thing over and over and takes forever to share his “solution”.
My spirit led me to your spirit!,DubExpress,01/26/2020,5 Stars,"Anthony’s podcast is like I’m on the phone talking to a great friend. 
Listen to Soul’s Gold ❤️"
"Excellent podcasts, and very helpful!",Chazho,01/21/2020,5 Stars,"It seems like quite a few people quickly dismiss Anthony William, because what he says doesn’t fit their beliefs. But, consider this: Many people have chronic illnesses, and have suffered for a long time, because their doctors haven't been able to help them.

Conventional medicine doesn't know what is the cause of most chronic illnesses, so the best they can do is to treat the symptoms. The person may feel better, but their health gets worse, because the cause of the illness hasn't been eliminated. And the prescription drugs often have side effects that causes additional problems, requiring band aiding their symptoms, etc. Without knowing the cause, there is no way to heal.

Regardless of what a person thinks about the source of Anthony William's information, his advice has helped many people heal from conditions that their doctors were unable to help them with. Just take a look at the testimonials (on Instagram, for example) to see the stories. I have personally witnessed the results of taking his advice."
So informative!,beccaboos55,01/17/2020,5 Stars,This has been so cool to listen to! Would love an episode on PNH and how to live with it.
Repetition is for our benefit,shannonallysa,12/29/2019,5 Stars,"This is the truth that he is sharing with us and not many ppl know or are able to talk openly about these types of health concerns , let alone have solutions. This information is a gift from God. And I’m sure if you’ve ever read the Bible , then you may find a similar theme in the repetitive nature lol.. it is so the information sinks in. We need to hear things over and over for it to really be processed and retained 😇🙏❤️ thanks to his messages I have a future that’s not miserable . Thank u for sharing Anthony . You are saving lives ❤️"
I really tried,EmDewMom,01/02/2020,1 Star,"I wish Spirit would help him get to the point.  I actually like this guy’s books, but I can’t waste my life listening to his verbal diarrhea. This podcast should be 10-15 minutes long max, for the 5 minutes of content it contains.  I’ve never written a bad review but, come on man, listen to yourself.  Sorry:("
"Wait, Fruits and veggies are good for you!?",AmadJinn,01/01/2020,2 Stars,"Hes not wrong about the simple clean eating premise, but my “Spirit” left my body at the 10 minute mark
Small hat vibes, dont trust men with ponytails."
AMAZING!!!,Wowzzerrrzzz,12/07/2019,5 Stars,Thanks so much for all you do!
You are an angel!,Cait V.,12/03/2019,5 Stars,You’ve changed my life and I am forever grateful for the soul that you are. Thank you for speaking up and thank you for doing what you do!!!! ❤️✨
Soothing voice,illite,12/02/2019,5 Stars,"Anthony’s voice has become so soothing to me. “Soul’s Gold” is one of the best podcasts I’ve ever listened to—it has so much passion & raw human authenticity in it. I replay it when I feel down about struggling in life & being chronically ill. 

After listening to almost all of his podcasts, I now understand the level of compassion & commitment Anthony has to helping people feel better. Go ahead & get lost in the contradictory theories of science & research if you want to. While you do that, I will be following Medical Medium advice because it is literally working & helping me heal!!!"
Feel better !,Mamaconcerned,10/18/2019,5 Stars,"I definitely feel more energy, More calm,
& Sleep better following the MM recommendations of celery juice & cucumber juice, more fruit and the vitamin protocol."
Very repetitive it’s annoying to listen to,tmicpa,11/05/2019,1 Star,"He repeats his words 3, 4 or 5 times, it makes for a very difficult listen. He also rambles, these podcasts could be 15 to 20 minutes at most, but the repetition and rambling is a waste of your time. I found his book, to repetitive too, however, was easier to listen to than these podcasts."
What a joke,Bunbury1211,11/02/2019,1 Star,"Just terrible. His compulsion like repetition and his unbelievable ignorance makes this a complete joke. He spends a majority of his time desperately trying to convince you he is right and the rest of his time rambling about but never saying anything empirically based or constructive. If you want the educated community to take you seriously, focus on evidence from peer reviewed, empirical studies to back your claims. If there are none and you believe you are right, you publish some."
Want to give five,jenpay109,10/30/2019,4 Stars,Love his energy and message but struggling to get passed all the repetition his words.
I can’t get enough of Medical Medium!,Natalies Schlute,10/16/2019,5 Stars,"Anthony William’s work is absolutely amazing. I’m so grateful that he has chosen to share his gift and knowledge with the world. I honestly don’t know where I’d be without him. I’ve suffered from health issues for almost 30 years (I’m 34), and the worst of it was in the last 15 years. I was listening to mainstream media for medical advice and doctors couldn’t help me. By following his recommendations, reading the books, and filling myself with inspiration from this podcast, I’m finally on the road to healing. He truly is God sent. I recommend this podcast to everyone I know!"
Blessed,Noelle's Crew,10/11/2019,5 Stars,"The soul craves truth.  Your beautiful soul is sharing with this world truths that are vital to survival. From my soul to yours..thank you. 

Erin"
Thank you!!,Tanisue123456789,09/30/2019,5 Stars,Thank you for sharing your gift!  I can’t get enough and am trying to absorb as much information from you as I can.  I desperately hope that I’m healing now.  Thank you!
Binge Listen Now!!,JasonRash,09/16/2019,5 Stars,If you have any sort of chronic illness drop what you are doing and BINGE on this podcast!!
Annoying podcast,maryinwellesley,09/28/2019,3 Stars,"I think he likes to hear himself talk. He could provide all the info he needs in 5-10 minutes This guy provides no scientific research...   Functional medicine is based on science 
Could be good, but too much chatter which makes him sound uneducated"
Eating disorders,Lalaawesoem,09/25/2019,1 Star,"I am giving this 0 star!
It completely gave me headache listening to it. All i kept hearing throughout the half hour of it that i had to turn of it was “eating disorder” which was said probably hundred times or more.  There was never at one point that be even started to talked what those were . All he kept saying and saying was how theyre so many of them. Not only that the voice as well was annoying and could not deliberate the info well, this was a total waste of time and completely presented by someone with lack of knowledge and facts and info"
Podcast on fast forward,Margaritas5,09/16/2019,1 Star,The information in his books is very enlightening. I figured I could listen to his podcast to get a little more insight. Trying to listen to him talk was so painful. He was talking as if someone sped up his voice to fit more into the podcast. It was like listening to a child try and tell a story.
Finally,scomp35,09/09/2019,5 Stars,"I feel as though I have finally found honest, true information.  If you are or know anyone who has been sick with no help here is your answers.  Thank you Anthony for giving all your information from spirit."
Awesome,j_j1234*,09/06/2019,5 Stars,"This guy is out there in the best possible way, and I absolutely love him for it! Excellent, sensible advice delivered with so much energy and spirit. Anthony is such a refreshing voice in the health field, and he gets me excited about making health changes. I’m not sure I agree with his advice about spirulina and iodine for hashimotos. All other recommendations seem legit though."
Autoimmune,nicknameistoomuchwork,08/21/2019,5 Stars,"I’m 54 & 3 years ago I was told I had RA & a host of autoimmune diseases. I went to numerous Dr’s & was still had debilitating pain... joint pain, which made it hard to walk/function. I was sleeping 16+ hrs a day & loosing hope. Then, a friend suggested I talk to one of Anthony William’s practitioners. Gretchen immediately told me what I had & that I would get better. She said be patient & change your diet & take a few supplements. I was skeptical, but desperate. So, I changed to a mostly fruit & veggie diet with celery juice every am. Much to my surprise & delight... I slowly got better. Today, I feel better than I have in my entire life. I working out 5 days a week, have no allergies, no headaches, no joint pain & no stomach issues. Thank you Anthony & Gretchen for changing my life!"
Where’s the evidence?,Lara907,08/22/2019,1 Star,"I listened to the lupus episode. As a person that started my health journey with alternative medicine, I’ve been through all the roads that avoided immunosuppressants, using holistic approaches, including heavy metal detox, changing diets, etc etc. I have dealt with all underlying causes like Co-occurring infections. 
Sorry, Lupus is still on board. 
Frankly, no one knows what causes Lupus, though there is newer evidence and medication that is targeting the B cells in the immune system. So, yes, there is an immune system component to Lupus (look into Benlysta for more info). 
Western medicine is now the only thing keeping me on my feet. 
As to the podcast, it took 15 min of ranting before Lupus was even mentioned (and no, not all patients with Lupus are diagnosed with Lyme.) 20 min into it, he still wasn’t addressing Lupus. Do you know how difficult it actually is to get diagnosed with Luke outside the east coast? Extremely. 
Frankly, I’ve always suspected that Anthony is a fraud. With no medical background (why not go to medical school so you at least have some working knowledge of what you’re clients are dealing with?), he charges ridiculous amounts to tell people to address Epstein Barr virus and juice celery to detox? 
Folks, 95% of the population has EBV by five years old. It’s a good bet that any given person has it. It’s also a good bet that most people are nutritionally deficient if they haven’t already changed their diet to whole foods with some supplements. Do a google search and all this information is available to read online."
Anthony and Spirit are the Best!,sapmurr,08/19/2019,5 Stars,"When you’re sick with chronic illness and after a multitude of tests, hospital and doctor visits, and the medical community has no idea how to help you, the Medical Medium has helped me heal. Thank you Anthony and Spirit! Looking forward to feeling better than I did before my autoimmune diagnosis."
Thank you Anthony!!,julsintexas,08/12/2019,5 Stars,"I listen to the celery juice podcast and then the celery juice and teeth and gums podcast, I have learned so much in one day -I am so excited. So thankful for Anthony’s knowledge, real knowledge and hope this will help so many open their eyes! I Just got the liver rescue book in and I cannot wait to see what all of this knowledge does for me and my friends and family. 
Julie in Texas"
GET TO THE POINT,wendy red mac,08/16/2019,1 Star,"Bought all the books. Extremely informative. Expected to get highlights, tips, and quick info on book subjects in a condensed way. The amount of non stop chatter, talking in circles, and spending 30minutes of the podcast never getting to the point was disappointing. I will stick to the books and continue to appreciate his wisdom that way."
Most Helpful Info I Have Ever Heard,Yaya2928,07/31/2019,5 Stars,"For the past three years, my doctors and I could not figure out why I was waking up in the middle of the night choking on thick mucus. It was so scary I did not even want to fall asleep. My allergy doctor at first said I had acid reflux. When meds for that did not help, he said it must be that I don’t have enough stomach acid and gave prescriptions for that. I did a sleep study that gave no clues. Also visited chiropractors and alternative medicine providers. Only when I started incorporating Anthony’s eating advice and also added celery juice to my mornings did I find relief. Priceless information that modern medicine does not know about. Thank you, Anthony, for sharing this incredible gift of yours!"
Get to the point,Leeny813,08/04/2019,1 Star,"This guys spends a solid 20 minutes talking in circles and shoveling out his own self-proclaimed credentials without actually sharing any information. Be informative, not talkative."
PCOS,jkhjhfytrutkij,06/29/2019,5 Stars,Thank you so much for putting your information out about PCOS.  I have suffered for 10 years with it and your podcast about it blew me away to tears of gratitude.
This guy hears voices! That’s his medical qualification.,LazFuentes,07/30/2019,1 Star,"This guy is not a doctor or a nutritionist or at all qualified. 

HE SAYS THAT HE HEARS A VOICE HE CALLS “SPIRIT” THAT GIVES HIM MEDICAL INFORMATION."
Poor speaking skills,bayareakorean,07/29/2019,1 Star,"Get to the point. I really gave him a chance and listened to 6 pods to give him the benefit of the doubt, but listening to him speak is excruciating.  Not so much his knowledge of the matter, but the way he repeats and emphasizes is about half the pod and the other half is somewhat interesting. Just spit the points out and less babble. Unsubscribed."
Disappointed.,dreamydria,07/24/2019,1 Star,I’m a strong believer in holistic medicine and was looking forward to hearing Anthony’s podcast because I recently bought one of his books. I listened to the episode on celery juice and eczema and it was cringe worthy. Seemed like he was defending himself and trying to prove himself throughout the whole podcast. More promotional than educational. Weird vibes.
What did he just say??,Powder Puff 7,07/15/2019,1 Star,"Never has someone used so many words and said so little! He speaks in circles, repeats the same “selling points” over and over while you are waiting for some actual information about the show subject. Honestly exhausted after listening to him talk."
Wow,lupa4452,07/12/2019,1 Star,A master class in talking a lot without saying anything.
"Repeat, repeat and repeat again",Ladyb2343,07/10/2019,2 Stars,I have a hard time listening because all Anthony does is keep repeating what he says.
Anthony William Saved My Life!,Chanelle_betty,06/27/2019,5 Stars,"Anthony William is the real deal! His information is 100% pure, straight from Spirit, and his information can heal and transform you if you let it! My life has been saved because of him, and because of Divine intervention in finding him! So so grateful for Anthony!"
You need to have had chronic illness to understand,nativlk,06/13/2019,5 Stars,"I feel like a lot of people won’t like this podcast or understand unless they have dealt with the illnesses and experiences Anthony talks of. I’ve been chronically sick for 2 years with absolutely no answers from doctors and no help from them either. Listening to Anthony’s podcasts and beginning to read his books have made me feel like I have someone who completely understands what I’m going through. I like that he talks a lot of how women are not taken seriously in the healthcare system, especially young women like myself. I’m so thankful for Anthony for coming into my life because I wouldn’t have been able to begin a healing journey without him."
Quackery,realallergist,06/17/2019,1 Star,There is no evidence for any of this. You are fraudulent.
Thank you is not enough AW,tb4749,06/17/2019,4 Stars,"I want you to know how much I appreciate you.   Unfortunately, I have had chronic symptoms of  EBV and streptococcus.  Always blaming candida, nerve problems  ( 2 hand surgery ), yes I was told this was in my head.  Was told my full body rash was stress....Not to mention my late husband getting diagnosed with cancer throughout his entire body.   He lost his life after a tough 18 month fight....by this time I was rock bottom...I then started to read your books, all of them, soon after he passed.  Everything you share with us makes complete sense.  I understand my body is not attacking itself.....I believe now.  
I try so hard to give back and share your words, I understand some of your frustration you so often express to us through the podcast.  Most people won’t consider diet changes that need to be made to heal, some just want a pill, often most don’t want to know.  I believe fear is somehow part of their viral load.  Drs so loving, they just don’t know yet people keep doing what they say without any results.  So many sick people....sad.  

For those people out there reading this, I am real....I was very sick and  following instructions from MD/PHD for 10 years,  slowly getting worse.   I looked at myself and said, let’s do this and follow AW.  I had nothing to lose.  I stopped eggs, dairy ( all the basic others ) and added zinc and vit C.....along with the most important- fruits and more fruits, and loads of veggies.  1 year later, even suffering the loss of my dear husband of 36 years.....I am better, so much better.  If you cheat or expect healing of your body quickly , you won’t heal.  Please don’t blame spirit or AW.  You can do better, time and knowledge are key.  Have patience don’t  give up, never even 1 egg or cheese/butter...keep fats of all kind low, and barely grass powder etc.....read ingredients, just stay safe with Whole Foods. ....juice juice.   I promise you can heal, remember you body loves you and wants to heal.  Once you turn the corner, only you will know...it’s so amazing.   I am 60 and I am able to jog 5miles with absolutely no body pain!   I can cycle my road bike once again and keep up with a fast clip group.   Thank you, thank you.  This is real, it takes believing, work and dedication.   You can do this....hang in there as AW guides us to constantly turn a new corner.    
One more thing-as you dive in and start to heal, obvious symptoms will start to diminish.....once in awhile your body will reward you with healing symptoms you once knew were not normal, you just got used to them.    It’s so amazing.....again, thank you.  So Much appreciation 🌺"
Answers and Healing,Sunshinepct,06/11/2019,5 Stars,"A.W. and the medical medium book series has done nothing short of given me my life back. A short review is no place for memoirs but I had tried everything, and I mean everything. If you’re uncomfortable like I was with his source of information, that’s ok. Give it a shot without judgement, you’re ability to live is worth it :) You have my support if you’re in a place where you have nothing to lose."
Us against them,in your class,06/13/2019,1 Star,"Why do you sound like your fighting against everyone out there? You sound like you have a good message, but it’s lost with the negative perspective about what other people think. You generalize people in a negative way and as someone that is in holistic health, I stay away from a pessimistic mindset. You sound condescending ..."
Advice,gratitudeAttitudehere,06/11/2019,5 Stars,Either take the advice or move on. It’s too bad that some people are so quick to judge without trying any of it. It all makes sense to me intuitively & experientially. Take the advice or move on.
So grateful for finding this radio show,@leetotheann,06/11/2019,5 Stars,"As a nurse with a sense of “this isn’t right”, I feel I have finally found someone that tells nothing but the truth. I’ve learned more than I did in Nursing school about how the body functions in a month listening to Anthony and reading his books, than in 5 years of schooling. I am truly grateful, not only to heal myself but to have the knowledge to help guide others in their healing."
Ignore the naysayers,DJFuscia,06/03/2019,5 Stars,"I found the Medical Medium’s podcasts after reading Liver Rescue, by Anthony William (Medical Medium).  I read a couple reviews of the podcasts about Anthony repeating himself and not getting to the point. I admit I put off listening to them because of these reviews until I one about UTIs! I HAD to listen so I can get off antibiotics and never have a UTI again. Those reviews were too harsh! In many of his podcasts he first empathizes with listeners and explains why/how they have certain conditions and explains how following his information will help and how it works! The information he gives is worth the listen! Besides, if his delivery is too slow or repetitive, that’s what the buttons in your podcast player that allow you to listen at 1.5 times the speed are for.  Or using the slider to jump ahead. I found Medical Medium when I searched a local library for books about gout because my loved one has it, and I found Liver Rescue, which discusses gout. After devouring the book in days I bought it. The Liver Rescue smoothie has reduced the number of gout attacks to nearly zero, in combination with Medical Medium’s advice about what to eat and what not to.   Then I went to the book Life-Changing Foods and bought that for more food ideas (recipes). I did not think I needed the podcasts. But the podcasts emphasize certain topics and reinforce information into my brain. They are worth listening to no matter what the supposed drawbacks are to Anthony’s delivery. Worth every second. Thank you, Anthony. Ps—I plan to relieve my other loved one’s Alzheimer’s with Anthony’s information. Thank you, Spirit!"
Complete waste of time,Cardio girl 82,06/07/2019,1 Star,This man is a complete idiot. Don’t waste your time listening nor following his recommendations. Listen to the Dietitians not this moron.
Wonderful,HTS22,05/25/2019,5 Stars,Amazing podcast with so much helpful information. Thank you Anthony William and spirit!
Waste of time repeating BASIC stuff,EditeEditeEdite,05/26/2019,1 Star,"This guy is a waste of my time. First he goes for at least 10 minutes of self promo, and then goes completely off track from the subject of the podcasts. He should name all his episodes “Thyroid Health”. It looks like that’s all he knows or cares about. And he repeats over and over and over “everything”. What a waste of my walk this morning."
Results speak for themselves!,its your body!,05/12/2019,5 Stars,"Once my own family saw my improvements they Too started juicing celery and eating lots more fruit and veggies!  Changing food habits is hard to do.   Most people don’t want to change and will use every excuse they can think of.  Look at the negative reviews!!!  It is amazing what celery juice has done for me. My skin is what I noticed first, it’s much more clear and softer and I have more energy and look younger. My ex in-laws think I am getting Botox injections. LOL. Oh!   My gallbladder is healthier and I no longer have thyroid issues.  All the pain I had is gone!!!   There is a reason this information is coming through to us. We need it at this time. Too many people are being harmed by food that is full of chemicals, pesticides and genetically modified foods.  If you want to keep eating that stuff go ahead it’s a free country.   By the same token, you can get healthy by not eating The chemical laden foods.  The naysayers should be complaining to the FDA for allowing all this horrible stuff to be in our food supply."
laughing....really?,zedstoli,05/23/2019,1 Star,so I am not sure what is so f'ing funny about restless legs. stop fricking laughing dude. you sound like a real jerk for someone who is supposed to be so empathic
"Snarky, obnoxious & arrogant!",Kikistapes,05/22/2019,2 Stars,"How can a medium deliver Spirit’s message with such an inflated ego? It makes me seriously question his legitimacy despite wanting to take in the message. He could say everything in each podcast in 1/3 the time if he wasn’t so enjoying listening to himself talk.

Please get on point and stop trying to convince us that you are THE authority and everyone else is out to get us. Most of this info Ive learned elsewhere also as a researcher so let’s get down to Earth a little please. That said thank you for your enthusiasm! I do appreciate the wake up call re buying into radical diets."
